user_id,content_id,action,timestamp,device,region,session_id
185,1003,pause,2023-09-02 18:39:25,desktop,EU,DaT3F9lG
174,1000,pause,2023-09-02 12:30:40,tablet,APAC,yy0nInDp
111,1009,forward,2023-09-02 12:18:44,mobile,EU,cTi7muOQ
191,1000,skip,2023-09-02 09:09:59,mobile,APAC,Fwp3xQ0N
185,1004,skip,2023-09-02 13:54:14,tablet,APAC,EfZIURF0
170,1000,forward,2023-09-02 04:10:01,mobile,US,vJPbjB8I
148,1004,pause,2023-09-02 22:53:06,tablet,EU,VP5qbSqm
167,1009,play,2023-09-02 07:37:48,tablet,APAC,MG4gmdm1
161,1008,play,2023-09-02 11:49:00,mobile,APAC,5jkIzK8g
135,1006,skip,2023-09-02 09:19:04,desktop,US,gxeovImF
109,1006,forward,2023-09-02 05:23:57,desktop,EU,bDpZPTGA
161,1000,pause,2023-09-02 09:51:57,desktop,US,t4fVgKve
130,1004,pause,2023-09-02 06:03:32,desktop,EU,4KWn6occ
101,1008,forward,2023-09-02 00:52:31,tablet,APAC,EhJLFPDL
150,1009,pause,2023-09-02 11:01:06,tablet,APAC,o80ahXIj
141,1003,play,2023-09-02 08:30:05,mobile,EU,k7XM8sb9
146,1001,play,2023-09-02 22:02:02,desktop,US,J5Pi2GvZ
108,1003,forward,2023-09-02 21:16:25,tablet,APAC,bhDJ8qoz
122,1003,play,2023-09-02 12:47:48,tablet,US,a9Sj1iIJ
113,1008,skip,2023-09-02 05:46:05,mobile,APAC,1KKdQIXV
133,1005,play,2023-09-02 14:26:02,tablet,EU,tNri2rKq
146,1006,play,2023-09-02 11:21:34,desktop,US,86KcPhO9
185,1006,pause,2023-09-02 10:54:10,desktop,APAC,m8yAPJAF
148,1001,pause,2023-09-02 20:45:51,tablet,EU,LiAa7k1h
177,1002,play,2023-09-02 08:08:37,desktop,EU,6BKLCGKl
123,1005,pause,2023-09-02 16:43:11,tablet,APAC,TQLsQN6P
136,1000,pause,2023-09-02 22:00:13,mobile,APAC,2nDwkp5t
142,1000,pause,2023-09-02 00:04:21,mobile,US,JoCrYjfl
187,1009,forward,2023-09-02 21:08:09,desktop,EU,9gWAyA4r
108,1006,pause,2023-09-02 15:39:54,desktop,APAC,HJR5dGr2
